,datos
240,7.12
241,7.6000000000000005
242,8.0
243,8.16
244,8.0
245,7.6000000000000005
246,7.04
247,6.32
248,5.44
249,4.72
250,3.84
251,3.04
252,2.4
253,2.08
254,1.92
255,1.92
256,2.16
257,2.64
258,3.44
259,4.32
260,5.12
261,5.92
262,6.72
263,7.36
264,7.84
265,8.0
266,8.08
267,7.76
268,7.28
269,6.640000000000001
270,5.84
271,4.96
272,4.24
273,3.36
274,2.64
275,2.16
276,1.92
277,1.92
278,2.08
279,2.48
280,3.12
281,4.0
282,4.72
283,5.5200000000000005
284,6.4
285,7.04
286,7.6000000000000005
287,8.0
288,8.08
289,7.92
290,7.5200000000000005
291,6.96
292,6.24
293,5.36
294,4.48
295,3.7600000000000002
296,2.88
297,2.4
298,2.08
299,1.92
300,2.08
301,2.32
302,2.8000000000000003
303,3.6
304,4.4
305,5.12
306,6.0
307,6.8
308,7.44
309,7.84
310,8.0
311,8.0
312,7.68
313,7.2
314,6.5600000000000005
315,5.68
316,4.88
317,4.08
318,3.2800000000000002
319,2.64
320,2.24
321,2.0
322,2.0
323,2.16
324,2.56
325,3.2
326,4.0
327,4.8
328,5.6000000000000005
329,6.5600000000000005
330,7.2
331,7.68
332,8.0
333,8.0
334,7.84
335,7.44
336,6.8
337,6.08
338,5.2
339,4.48
340,3.68
341,2.88
342,2.4
343,2.08
344,2.0
345,2.08
346,2.32
347,2.88
348,3.68
349,4.48
350,5.28
351,6.16
352,6.88
353,7.44
354,7.84
355,8.0
356,7.92
357,7.6000000000000005
358,7.12
359,6.48
360,5.6000000000000005
361,4.8
362,4.0
363,3.2
364,2.48
365,2.16
366,2.0
367,2.0
368,2.24
369,2.64
370,3.36
371,4.16
372,4.88
373,5.76
374,6.5600000000000005
375,7.2
376,7.6000000000000005
377,7.92
378,7.92
379,7.76
380,7.28
381,6.72
382,6.0
383,5.04
384,4.32
385,3.52
386,2.8000000000000003
387,2.32
388,2.08
389,2.08
390,2.16
391,2.48
392,3.04
393,3.92
394,4.5600000000000005
395,5.28
396,6.16
397,6.88
398,7.44
399,7.84
400,8.0
401,7.84
402,7.5200000000000005
403,6.96
404,6.32
405,5.44
406,4.64
407,3.92
408,3.12
409,2.56
410,2.24
411,2.08
412,2.08
413,2.32
414,2.72
415,3.52
416,4.24
417,5.04
418,5.76
419,6.640000000000001
420,7.2
421,7.68
422,7.92
423,7.84
424,7.6000000000000005
425,7.2
426,6.5600000000000005
427,5.76
428,4.96
429,4.24
430,3.52
431,2.8000000000000003
432,2.4
433,2.08
434,2.08
435,2.24
436,2.48
437,3.2
438,4.0
439,4.72
440,5.44
441,6.32
442,6.96
443,7.5200000000000005
444,7.76
445,7.84
446,7.76
447,7.44
448,6.88
449,6.24
450,5.36
451,4.64
452,3.92
453,3.12
454,2.56
455,2.16
456,2.0
457,2.08
458,2.4
459,2.88
460,3.6
461,4.4
462,5.04
463,5.92
464,6.640000000000001
465,7.2
466,7.6000000000000005
467,7.84
468,7.84
469,7.5200000000000005
470,7.12
471,6.5600000000000005
472,5.68
473,4.88
474,4.16
475,3.44
476,2.72
477,2.32
478,2.08
479,2.16
480,2.32
481,2.64
482,3.36
483,4.08
484,4.8
485,5.5200000000000005
486,6.32
487,7.04
488,7.44
489,7.76
490,7.84
491,7.68
492,7.36
493,6.72
494,6.08
495,5.2
496,4.48
497,3.84
498,3.04
499,2.56
500,2.24
501,2.08
502,2.24
503,2.48
504,2.96
505,3.7600000000000002
506,4.48
507,5.12
508,6.0
509,6.72
510,7.28
511,7.6000000000000005
512,7.84
513,7.76
514,7.5200000000000005
515,6.96
516,6.4
517,5.6000000000000005
518,4.88
519,4.16
520,3.36
521,2.72
522,2.32
523,2.16
524,2.16
525,2.32
526,2.72
527,3.44
528,4.16
529,4.88
530,5.6000000000000005
531,6.4
532,7.04
533,7.44
534,7.76
535,7.68
536,7.6000000000000005
537,7.2
538,6.640000000000001
539,6.0
540,5.2
541,4.48
542,3.7600000000000002
543,3.04
544,2.56
545,2.24
546,2.08
547,2.24
548,2.56
549,3.12
550,3.92
551,4.5600000000000005
552,5.28
553,6.08
554,6.72
555,7.28
556,7.6000000000000005
557,7.68
558,7.6000000000000005
559,7.44
560,6.88
561,6.32
562,5.5200000000000005
563,4.72
564,4.08
565,3.36
566,2.72
567,2.32
568,2.16
569,2.24
570,2.48
571,2.88
572,3.52
573,4.32
574,4.88
575,5.68
576,6.4
577,7.04
578,7.44
579,7.68
580,7.76
581,7.5200000000000005
582,7.12
583,6.5600000000000005
584,5.76
585,5.04
586,4.32
587,3.68
588,2.96
589,2.48
590,2.32
591,2.24
592,2.4
593,2.64
594,3.2800000000000002
595,4.0
596,4.64
597,5.36
598,6.16
599,6.8
600,7.28
601,7.6000000000000005
602,7.76
603,7.6000000000000005
604,7.28
605,6.8
606,6.16
607,5.36
608,4.64
609,4.08
610,3.36
611,2.72
612,2.4
613,2.24
614,2.32
615,2.48
616,2.96
617,3.68
618,4.32
619,5.04
620,5.76
621,6.48
622,7.12
623,7.44
624,7.6000000000000005
625,7.6000000000000005
626,7.44
627,7.04
628,6.48
629,5.68
630,4.96
631,4.32
632,3.6
633,2.88
634,2.48
635,2.24
636,2.32
637,2.4
638,2.72
639,3.36
640,4.08
641,4.72
642,5.44
643,6.24
644,6.8
645,7.28
646,7.6000000000000005
647,7.6000000000000005
648,7.5200000000000005
649,7.2
650,6.72
651,6.08
652,5.28
653,4.5600000000000005
654,4.0
655,3.2
656,2.64
657,2.4
658,2.24
659,2.4
660,2.64
661,3.12
662,3.84
663,4.48
664,5.04
665,5.76
666,6.5600000000000005
667,7.04
668,7.44
669,7.6000000000000005
670,7.6000000000000005
671,7.36
672,6.88
673,6.32
674,5.6000000000000005
675,4.88
676,4.16
677,3.6
678,2.96
679,2.56
680,2.4
681,2.4
682,2.48
683,2.88
684,3.52
685,4.16
686,4.88
687,5.44
688,6.24
689,6.88
690,7.28
691,7.5200000000000005
692,7.6000000000000005
693,7.44
694,7.12
695,6.5600000000000005
696,5.84
697,5.2
698,4.48
699,3.92
700,3.2800000000000002
701,2.72
702,2.48
703,2.32
704,2.48
705,2.72
706,3.2800000000000002
707,3.92
708,4.5600000000000005
709,5.2
710,6.0
711,6.5600000000000005
712,7.12
713,7.44
714,7.5200000000000005
715,7.5200000000000005
716,7.2
717,6.8
718,6.24
719,5.44
720,4.88
721,4.16
722,3.52
723,2.88
724,2.56
725,2.4
726,2.4
727,2.56
728,3.04
729,3.68
730,4.32
731,4.96
732,5.6000000000000005
733,6.32
734,6.8
735,7.28
736,7.44
737,7.5200000000000005
738,7.36
739,7.04
740,6.48
741,5.76
742,5.12
743,4.4
744,3.84
745,3.2
746,2.64
747,2.48
748,2.4
749,2.48
750,2.8000000000000003
751,3.36
752,4.08
753,4.64
754,5.2
755,6.0
756,6.5600000000000005
757,7.04
758,7.36
759,7.44
760,7.44
761,7.12
762,6.72
763,6.16
764,5.36
765,4.72
766,4.08
767,3.44
768,2.88
769,2.56
770,2.4
771,2.48
772,2.72
773,3.12
774,3.7600000000000002
775,4.4
776,5.04
777,5.68
778,6.32
779,6.88
780,7.28
781,7.44
782,7.44
783,7.28
784,6.88
785,6.32
786,5.6000000000000005
787,4.96
788,4.32
789,3.7600000000000002
790,3.2
791,2.72
792,2.48
793,2.48
794,2.56
795,2.88
796,3.44
797,4.16
798,4.72
799,5.36
800,6.16
801,6.72
802,7.12
803,7.36
804,7.44
805,7.28
806,7.04
807,6.5600000000000005
808,5.92
809,5.2
810,4.64
811,4.16
812,3.44
813,2.88
814,2.56
815,2.48
816,2.48
817,2.72
818,3.2800000000000002
819,3.92
820,4.48
821,5.12
822,5.76
823,6.4
824,6.88
825,7.2
826,7.36
827,7.44
828,7.12
829,6.72
830,6.24
831,5.5200000000000005
832,4.96
833,4.32
834,3.68
835,3.12
836,2.72
837,2.56
838,2.48
839,2.72
840,3.12
841,3.68
842,4.32
843,4.88
844,5.44
845,6.16
846,6.72
847,7.12
848,7.36
849,7.36
850,7.28
851,6.96
852,6.48
853,5.84
854,5.2
855,4.48
856,4.0
857,3.36
858,2.88
859,2.56
860,2.48
861,2.64
862,2.88
863,3.44
864,4.0
865,4.5600000000000005
866,5.2
867,5.84
868,6.48
869,6.96
870,7.28
871,7.36
872,7.28
873,7.04
874,6.640000000000001
875,6.16
876,5.44
877,4.8
878,4.24
879,3.68
880,3.12
881,2.72
882,2.56
883,2.56
884,2.72
885,3.2
886,3.7600000000000002
887,4.32
888,4.88
889,5.5200000000000005
890,6.24
891,6.72
892,7.12
893,7.28
894,7.28
895,7.12
896,6.8
897,6.32
898,5.6000000000000005
899,5.04
900,4.48
901,3.92
902,3.36
903,2.88
904,2.56
905,2.56
906,2.64
907,3.04
908,3.6
909,4.16
910,4.72
911,5.28
912,6.0
913,6.48
914,6.88
915,7.2
916,7.28
917,7.2
918,6.96
919,6.5600000000000005
920,6.08
921,5.36
922,4.8
923,4.16
924,3.6
925,3.04
926,2.72
927,2.56
928,2.64
929,2.88
930,3.36
931,3.92
932,4.48
933,4.96
934,5.6000000000000005
935,6.24
936,6.72
937,7.12
938,7.28
939,7.28
940,7.12
941,6.8
942,6.24
943,5.5200000000000005
944,4.96
945,4.4
946,3.7600000000000002
947,3.2800000000000002
948,2.88
949,2.72
950,2.64
951,2.8000000000000003
952,3.2
953,3.68
954,4.16
955,4.8
956,5.36
957,6.0
958,6.5600000000000005
959,6.88
960,7.2
961,7.28
962,7.2
963,6.88
964,6.48
965,5.84
966,5.2
967,4.64
968,4.08
969,3.52
970,3.04
971,2.72
972,2.64
973,2.72
974,3.04
975,3.44
976,3.92
977,4.5600000000000005
978,5.12
979,5.76
980,6.4
981,6.8
982,7.12
983,7.2
984,7.2
985,6.96
986,6.640000000000001
987,6.08
988,5.44
989,4.88
990,4.32
991,3.84
992,3.2800000000000002
993,2.8000000000000003
994,2.64
995,2.64
996,2.8000000000000003
997,3.2
998,3.7600000000000002
999,4.32
1000,4.88
1001,5.44
1002,6.16
1003,6.5600000000000005
1004,6.96
1005,7.12
1006,7.2
1007,7.04
1008,6.72
1009,6.32
1010,5.76
1011,5.12
1012,4.5600000000000005
1013,4.08
1014,3.44
1015,3.04
1016,2.72
1017,2.64
1018,2.72
1019,3.12
1020,3.6
1021,4.16
1022,4.64
1023,5.2
1024,5.76
1025,6.4
1026,6.8
1027,7.12
1028,7.2
1029,7.12
1030,6.96
1031,6.5600000000000005
1032,6.0
1033,5.36
1034,4.8
1035,4.24
1036,3.68
1037,3.2
1038,2.88
1039,2.72
1040,2.72
1041,2.96
1042,3.44
1043,3.92
1044,4.4
1045,4.96
1046,5.5200000000000005
1047,6.16
1048,6.5600000000000005
1049,6.96
1050,7.12
1051,7.12
1052,7.04
1053,6.640000000000001
1054,6.24
1055,5.6000000000000005
1056,4.96
1057,4.48
1058,3.92
1059,3.44
1060,3.04
1061,2.8000000000000003
1062,2.72
1063,2.8000000000000003
1064,3.2
1065,3.68
1066,4.16
1067,4.72
1068,5.28
1069,5.92
1070,6.48
1071,6.8
1072,7.12
1073,7.2
1074,7.12
1075,6.8
1076,6.4
1077,5.84
1078,5.28
1079,4.72
1080,4.16
1081,3.68
1082,3.2
1083,2.8000000000000003
1084,2.72
1085,2.72
1086,3.04
1087,3.44
1088,4.0
1089,4.48
1090,5.12
1091,5.6000000000000005
1092,6.24
1093,6.72
1094,6.96
1095,7.12
1096,7.12
1097,6.88
1098,6.640000000000001
1099,6.16
1100,5.5200000000000005
1101,4.96
1102,4.4
1103,3.92
1104,3.36
1105,2.96
1106,2.72
1107,2.72
1108,2.96
1109,3.36
1110,3.7600000000000002
1111,4.32
1112,4.8
1113,5.44
1114,6.0
1115,6.48
1116,6.8
1117,7.12
1118,7.12
1119,7.04
1120,6.72
1121,6.32
1122,5.76
1123,5.12
1124,4.64
1125,4.16
1126,3.6
1127,3.12
1128,2.8000000000000003
1129,2.8000000000000003
1130,2.88
1131,3.2
1132,3.6
1133,4.08
1134,4.64
1135,5.12
1136,5.68
1137,6.32
1138,6.72
1139,7.04
1140,7.12
1141,7.12
1142,6.88
1143,6.48
1144,6.0
1145,5.36
1146,4.88
1147,4.32
1148,3.84
1149,3.36
1150,2.96
1151,2.8000000000000003
1152,2.8000000000000003
1153,3.04
1154,3.36
1155,3.84
1156,4.32
1157,4.88
1158,5.44
1159,6.08
1160,6.5600000000000005
1161,6.88
1162,7.04
1163,7.12
1164,6.96
1165,6.640000000000001
1166,6.24
1167,5.6000000000000005
1168,5.12
1169,4.5600000000000005
1170,4.0
1171,3.52
1172,3.12
1173,2.88
1174,2.8000000000000003
1175,2.88
1176,3.2
1177,3.68
1178,4.16
1179,4.64
1180,5.2
1181,5.84
1182,6.32
1183,6.72
1184,6.96
1185,7.04
1186,6.96
1187,6.72
1188,6.4
1189,5.92
1190,5.36
1191,4.8
1192,4.24
1193,3.7600000000000002
1194,3.36
1195,2.96
1196,2.8000000000000003
1197,2.8000000000000003
1198,3.04
1199,3.44
1200,4.0
1201,4.48
1202,5.04
1203,5.5200000000000005
1204,6.16
1205,6.5600000000000005
1206,6.8
1207,7.04
1208,7.04
1209,6.88
1210,6.640000000000001
1211,6.16
1212,5.5200000000000005
1213,5.04
1214,4.48
1215,3.92
1216,3.44
1217,3.12
1218,2.88
1219,2.8000000000000003
1220,3.04
1221,3.36
1222,3.7600000000000002
1223,4.24
1224,4.8
1225,5.28
1226,5.84
1227,6.4
1228,6.72
1229,7.04
1230,7.04
1231,6.96
1232,6.72
1233,6.32
1234,5.84
1235,5.2
1236,4.64
1237,4.16
1238,3.68
1239,3.2800000000000002
1240,2.96
1241,2.88
1242,2.96
1243,3.12
1244,3.6
1245,4.0
1246,4.48
1247,5.04
1248,5.6000000000000005
1249,6.16
1250,6.640000000000001
1251,6.88
1252,7.04
1253,7.04
1254,6.72
1255,6.48
1256,6.0
1257,5.44
1258,4.96
1259,4.4
1260,3.92
1261,3.44
1262,3.12
1263,2.88
1264,2.8000000000000003
1265,3.04
1266,3.36
1267,3.84
1268,4.32
1269,4.88
1270,5.36
1271,6.0
1272,6.48
1273,6.72
1274,6.96
1275,6.96
1276,6.88
1277,6.5600000000000005
1278,6.24
1279,5.68
1280,5.12
1281,4.64
1282,4.08
1283,3.68
1284,3.2
1285,2.96
1286,2.88
1287,2.88
1288,3.2
1289,3.68
1290,4.16
1291,4.64
1292,5.12
1293,5.68
1294,6.24
1295,6.640000000000001
1296,6.88
1297,7.04
1298,6.88
1299,6.72
1300,6.48
1301,6.0
1302,5.36
1303,4.88
1304,4.32
1305,3.84
1306,3.44
1307,3.04
1308,2.8000000000000003
1309,2.96
1310,3.12
1311,3.52
1312,3.92
1313,4.4
1314,4.88
1315,5.44
1316,6.0
1317,6.48
1318,6.72
1319,6.96
1320,7.04
1321,6.88
1322,6.5600000000000005
1323,6.16
1324,5.5200000000000005
1325,5.04
1326,4.48
1327,4.08
1328,3.6
1329,3.2
1330,3.04
1331,2.88
1332,3.04
1333,3.36
1334,3.7600000000000002
1335,4.16
1336,4.64
1337,5.2
1338,5.76
1339,6.32
1340,6.640000000000001
1341,6.88
1342,6.96
1343,6.88
1344,6.72
1345,6.32
1346,5.84
1347,5.2
1348,4.72
1349,4.32
1350,3.84
1351,3.36
1352,3.04
1353,2.88
1354,2.96
1355,3.12
1356,3.52
1357,4.0
1358,4.48
1359,4.96
1360,5.5200000000000005
1361,6.08
1362,6.48
1363,6.8
1364,6.88
1365,6.96
1366,6.8
1367,6.48
1368,6.08
1369,5.5200000000000005
1370,5.04
1371,4.5600000000000005
1372,4.0
1373,3.6
1374,3.2
1375,2.88
1376,2.88
1377,3.04
1378,3.36
1379,3.84
1380,4.24
1381,4.72
1382,5.28
1383,5.76
1384,6.24
1385,6.5600000000000005
1386,6.8
1387,6.88
1388,6.8
1389,6.640000000000001
1390,6.32
1391,5.76
1392,5.12
1393,4.72
1394,4.16
1395,3.7600000000000002
1396,3.2800000000000002
1397,3.04
1398,2.96
1399,3.04
1400,3.2
1401,3.6
1402,4.08
1403,4.5600000000000005
1404,5.04
1405,5.5200000000000005
1406,6.08
1407,6.48
1408,6.72
1409,6.88
1410,6.88
1411,6.72
1412,6.4
1413,6.0
1414,5.44
1415,4.88
1416,4.4
1417,3.92
1418,3.52
1419,3.2
1420,2.96
1421,2.96
1422,3.12
1423,3.44
1424,3.84
1425,4.32
1426,4.8
1427,5.28
1428,5.84
1429,6.32
1430,6.640000000000001
1431,6.88
1432,6.96
1433,6.8
1434,6.5600000000000005
1435,6.16
1436,5.6000000000000005
1437,5.12
1438,4.5600000000000005
1439,4.16
1440,3.68
1441,3.36
1442,3.04
1443,2.96
1444,3.04
1445,3.2800000000000002
1446,3.68
1447,4.08
1448,4.5600000000000005
1449,5.04
1450,5.6000000000000005
1451,6.16
1452,6.48
1453,6.72
1454,6.8
1455,6.8
1456,6.5600000000000005
1457,6.32
1458,5.84
1459,5.28
1460,4.88
1461,4.32
1462,3.92
1463,3.44
1464,3.2
1465,2.88
1466,2.96
1467,3.12
1468,3.44
1469,3.92
1470,4.4
1471,4.88
1472,5.36
1473,5.84
1474,6.32
1475,6.640000000000001
1476,6.8
1477,6.8
1478,6.640000000000001
1479,6.48
1480,6.08
1481,5.5200000000000005
1482,5.04
1483,4.5600000000000005
1484,4.08
1485,3.6
1486,3.2
1487,3.04
1488,2.96
1489,3.04
1490,3.36
1491,3.7600000000000002
1492,4.16
1493,4.64
1494,5.04
1495,5.5200000000000005
1496,6.16
1497,6.48
1498,6.72
1499,6.8
1500,6.8
1501,6.5600000000000005
1502,6.24
1503,5.76
1504,5.2
1505,4.72
1506,4.24
1507,3.84
1508,3.44
1509,3.12
1510,3.04
1511,3.04
1512,3.2
1513,3.6
1514,3.92
1515,4.4
1516,4.88
1517,5.28
1518,5.84
1519,6.32
1520,6.640000000000001
1521,6.72
1522,6.72
1523,6.640000000000001
1524,6.32
1525,6.0
1526,5.44
1527,4.88
1528,4.48
1529,4.0
1530,3.68
1531,3.2800000000000002
1532,3.04
1533,3.04
1534,3.12
1535,3.36
1536,3.7600000000000002
1537,4.16
1538,4.64
1539,5.12
1540,5.6000000000000005
1541,6.16
1542,6.48
1543,6.640000000000001
1544,6.72
1545,6.5600000000000005
1546,6.4
1547,6.08
1548,5.5200000000000005
1549,5.04
1550,4.64
1551,4.16
1552,3.7600000000000002
1553,3.36
1554,3.12
1555,2.96
1556,3.04
1557,3.2800000000000002
1558,3.6
1559,4.0
1560,4.48
1561,4.96
1562,5.36
1563,5.84
1564,6.24
1565,6.5600000000000005
1566,6.640000000000001
1567,6.640000000000001
1568,6.48
1569,6.24
1570,5.84
1571,5.28
1572,4.8
1573,4.32
1574,3.92
1575,3.52
1576,3.2
1577,3.04
1578,3.04
1579,3.2
1580,3.44
1581,3.84
1582,4.16
1583,4.64
1584,5.04
1585,5.6000000000000005
1586,6.08
1587,6.4
1588,6.5600000000000005
1589,6.640000000000001
1590,6.5600000000000005
1591,6.32
1592,6.0
1593,5.5200000000000005
1594,4.96
1595,4.48
1596,4.08
1597,3.68
1598,3.36
1599,3.12
1600,3.04
1601,3.12
1602,3.36
1603,3.6
1604,4.0
1605,4.48
1606,4.88
1607,5.36
1608,5.84
1609,6.24
1610,6.48
1611,6.5600000000000005
1612,6.5600000000000005
1613,6.4
1614,6.08
1615,5.6000000000000005
1616,5.2
1617,4.72
1618,4.24
1619,3.84
1620,3.52
1621,3.2
1622,3.12
1623,3.04
1624,3.2
1625,3.52
1626,3.84
1627,4.24
1628,4.72
1629,5.2
1630,5.68
1631,6.16
1632,6.32
1633,6.48
1634,6.5600000000000005
1635,6.4
1636,6.24
1637,5.84
1638,5.44
1639,4.96
1640,4.48
1641,4.08
1642,3.68
1643,3.2800000000000002
1644,3.04
1645,3.04
1646,3.04
1647,3.36
1648,3.68
1649,4.08
1650,4.48
1651,4.96
1652,5.44
1653,5.84
1654,6.24
1655,6.4
1656,6.48
1657,6.48
1658,6.32
1659,6.08
1660,5.6000000000000005
1661,5.12
1662,4.64
1663,4.24
1664,3.7600000000000002
1665,3.44
1666,3.2
1667,3.04
1668,3.04
1669,3.2800000000000002
1670,3.52
1671,3.92
1672,4.32
1673,4.72
1674,5.2
1675,5.6000000000000005
1676,6.08
1677,6.32
1678,6.48
1679,6.4
1680,6.4
1681,6.16
1682,5.76
1683,5.28
1684,4.88
1685,4.4
1686,4.0
1687,3.6
1688,3.36
1689,3.12
1690,3.12
1691,3.2
1692,3.44
1693,3.7600000000000002
1694,4.08
1695,4.5600000000000005
1696,4.96
1697,5.44
1698,5.92
1699,6.24
1700,6.4
1701,6.48
1702,6.4
1703,6.24
1704,5.92
1705,5.44
1706,5.04
1707,4.5600000000000005
1708,4.16
1709,3.7600000000000002
1710,3.52
1711,3.2800000000000002
1712,3.12
1713,3.2
1714,3.2800000000000002
1715,3.6
1716,3.92
1717,4.4
1718,4.8
1719,5.2
1720,5.68
1721,6.16
1722,6.32
1723,6.4
1724,6.4
1725,6.24
1726,6.08
1727,5.68
1728,5.2
1729,4.8
1730,4.32
1731,4.0
1732,3.6
1733,3.36
1734,3.12
1735,3.12
1736,3.2
1737,3.52
1738,3.84
1739,4.16
1740,4.64
1741,5.04
1742,5.5200000000000005
1743,6.0
1744,6.24
1745,6.4
1746,6.4
1747,6.32
1748,6.16
1749,5.92
1750,5.44
1751,4.96
1752,4.48
1753,4.08
1754,3.68
1755,3.44
1756,3.2
1757,3.12
1758,3.2
1759,3.36
1760,3.7600000000000002
1761,4.0
1762,4.48
1763,4.88
1764,5.28
1765,5.76
1766,6.08
1767,6.32
1768,6.4
1769,6.4
1770,6.32
1771,6.0
1772,5.6000000000000005
1773,5.12
1774,4.64
1775,4.24
1776,3.92
1777,3.6
1778,3.36
1779,3.2
1780,3.2
1781,3.36
1782,3.6
1783,3.92
1784,4.24
1785,4.72
1786,5.04
1787,5.5200000000000005
1788,6.0
1789,6.24
1790,6.4
1791,6.4
1792,6.32
1793,6.16
1794,5.76
1795,5.28
1796,4.88
1797,4.48
1798,4.08
1799,3.7600000000000002
1800,3.52
1801,3.2800000000000002
1802,3.2
1803,3.2800000000000002
1804,3.44
1805,3.7600000000000002
1806,4.08
1807,4.48
1808,4.88
1809,5.36
1810,5.76
1811,6.16
1812,6.32
1813,6.4
1814,6.32
1815,6.24
1816,5.92
1817,5.5200000000000005
1818,5.04
1819,4.72
1820,4.24
1821,3.92
1822,3.6
1823,3.36
1824,3.2
1825,3.2
1826,3.36
1827,3.68
1828,4.0
1829,4.32
1830,4.8
1831,5.2
1832,5.6000000000000005
1833,6.0
1834,6.24
1835,6.32
1836,6.4
1837,6.24
1838,6.08
1839,5.76
1840,5.28
1841,4.88
1842,4.4
1843,4.0
1844,3.68
1845,3.44
1846,3.2800000000000002
1847,3.2
1848,3.36
1849,3.6
1850,3.84
1851,4.16
1852,4.64
1853,4.96
1854,5.36
1855,5.76
1856,6.16
1857,6.32
1858,6.32
1859,6.32
1860,6.16
1861,5.92
1862,5.44
1863,4.96
1864,4.5600000000000005
1865,4.16
1866,3.84
1867,3.6
1868,3.36
1869,3.2800000000000002
1870,3.2800000000000002
1871,3.52
1872,3.68
1873,4.08
1874,4.4
1875,4.8
1876,5.2
1877,5.6000000000000005
1878,6.08
1879,6.24
1880,6.4
1881,6.4
1882,6.24
1883,6.0
1884,5.6000000000000005
1885,5.12
1886,4.8
1887,4.32
1888,4.0
1889,3.7600000000000002
1890,3.44
1891,3.36
1892,3.2800000000000002
1893,3.36
1894,3.6
1895,3.92
1896,4.24
1897,4.64
1898,5.04
1899,5.44
1900,5.92
1901,6.16
1902,6.32
1903,6.32
1904,6.24
1905,6.08
1906,5.76
1907,5.28
1908,4.88
1909,4.5600000000000005
1910,4.16
1911,3.84
1912,3.6
1913,3.36
1914,3.2800000000000002
1915,3.36
1916,3.52
1917,3.7600000000000002
1918,4.08
1919,4.48
1920,4.88
1921,5.28
1922,5.68
1923,6.08
1924,6.24
1925,6.32
1926,6.32
1927,6.16
1928,6.0
1929,5.5200000000000005
1930,5.12
1931,4.72
1932,4.32
1933,4.0
1934,3.68
1935,3.44
1936,3.36
1937,3.2800000000000002
1938,3.44
1939,3.68
1940,4.0
1941,4.32
1942,4.72
1943,5.12
1944,5.5200000000000005
1945,5.84
1946,6.16
1947,6.32
1948,6.32
1949,6.24
1950,6.0
1951,5.68
1952,5.2
1953,4.88
1954,4.48
1955,4.0
1956,3.7600000000000002
1957,3.52
1958,3.44
1959,3.2800000000000002
1960,3.44
