,tension,tiempo
180,0.224,0.18
181,0.24,0.182
182,0.232,0.184
183,0.2,0.186
184,0.192,0.188
185,0.232,0.19
186,0.304,0.192
187,0.368,0.194
188,0.368,0.196
189,0.4,0.198
190,0.47200000000000003,0.2
191,0.584,0.202
192,0.68,0.20400000000000001
193,0.704,0.20600000000000002
194,0.72,0.20800000000000002
195,0.752,0.21000000000000002
196,0.8,0.21200000000000002
197,0.84,0.21400000000000002
198,0.848,0.21600000000000003
199,0.8320000000000001,0.21800000000000003
200,0.8160000000000001,0.22000000000000003
201,0.808,0.22200000000000003
202,0.8,0.22400000000000003
203,0.776,0.22600000000000003
204,0.728,0.22800000000000004
205,0.672,0.23000000000000004
206,0.608,0.23200000000000004
207,0.544,0.23400000000000004
208,0.488,0.23600000000000004
209,0.424,0.238
210,0.352,0.24
211,0.28800000000000003,0.242
212,0.256,0.244
213,0.24,0.246
214,0.24,0.248
215,0.216,0.25
216,0.2,0.252
217,0.2,0.254
218,0.232,0.256
219,0.264,0.258
220,0.304,0.26
221,0.312,0.262
222,0.336,0.264
223,0.424,0.266
224,0.528,0.268
225,0.616,0.27
226,0.64,0.272
227,0.664,0.274
228,0.72,0.276
229,0.792,0.278
230,0.8320000000000001,0.28
231,0.8240000000000001,0.28200000000000003
232,0.808,0.28400000000000003
233,0.8,0.28600000000000003
234,0.8320000000000001,0.28800000000000003
235,0.84,0.29000000000000004
236,0.808,0.29200000000000004
237,0.744,0.29400000000000004
238,0.6880000000000001,0.29600000000000004
239,0.68,0.29800000000000004
240,0.664,0.3
241,0.5680000000000001,0.302
242,0.448,0.304
243,0.368,0.306
244,0.352,0.308
245,0.336,0.31
246,0.296,0.312
247,0.232,0.314
248,0.2,0.316
249,0.20800000000000002,0.318
250,0.232,0.32
251,0.24,0.322
252,0.232,0.324
253,0.224,0.326
254,0.264,0.328
255,0.34400000000000003,0.33
256,0.41600000000000004,0.332
257,0.44,0.334
258,0.47200000000000003,0.336
259,0.544,0.338
260,0.648,0.34
261,0.72,0.342
262,0.744,0.34400000000000003
263,0.76,0.34600000000000003
264,0.784,0.34800000000000003
265,0.8160000000000001,0.35000000000000003
266,0.84,0.35200000000000004
267,0.84,0.35400000000000004
268,0.8160000000000001,0.35600000000000004
269,0.8,0.35800000000000004
270,0.784,0.36000000000000004
271,0.76,0.36200000000000004
272,0.72,0.36400000000000005
273,0.672,0.36600000000000005
274,0.608,0.36800000000000005
275,0.528,0.37000000000000005
276,0.464,0.37200000000000005
277,0.41600000000000004,0.37400000000000005
278,0.368,0.37600000000000006
279,0.304,0.37800000000000006
280,0.264,0.38000000000000006
281,0.24,0.38200000000000006
282,0.224,0.38400000000000006
283,0.224,0.38600000000000007
284,0.224,0.38800000000000007
285,0.224,0.39000000000000007
286,0.232,0.39200000000000007
287,0.256,0.3940000000000001
288,0.296,0.3960000000000001
289,0.352,0.39799999999999996
290,0.392,0.39999999999999997
291,0.424,0.40199999999999997
292,0.488,0.40399999999999997
293,0.584,0.40599999999999997
294,0.664,0.408
295,0.704,0.41
296,0.72,0.412
297,0.752,0.414
298,0.8,0.416
299,0.8320000000000001,0.418
300,0.84,0.42
301,0.8160000000000001,0.422
302,0.792,0.424
303,0.8,0.426
304,0.8,0.428
305,0.768,0.43
306,0.704,0.432
307,0.64,0.434
308,0.592,0.436
309,0.5680000000000001,0.438
310,0.496,0.44
311,0.40800000000000003,0.442
312,0.328,0.444
313,0.28800000000000003,0.446
314,0.28800000000000003,0.448
315,0.264,0.45
316,0.232,0.452
317,0.20800000000000002,0.454
318,0.20800000000000002,0.456
319,0.24,0.458
320,0.264,0.46
321,0.272,0.462
322,0.272,0.464
323,0.32,0.466
324,0.392,0.468
325,0.464,0.47000000000000003
326,0.52,0.47200000000000003
327,0.56,0.47400000000000003
328,0.624,0.47600000000000003
329,0.704,0.47800000000000004
330,0.752,0.48000000000000004
331,0.776,0.48200000000000004
332,0.784,0.48400000000000004
333,0.792,0.48600000000000004
334,0.8160000000000001,0.48800000000000004
335,0.8320000000000001,0.49000000000000005
336,0.8160000000000001,0.49200000000000005
337,0.792,0.49400000000000005
338,0.768,0.49600000000000005
339,0.736,0.49800000000000005
340,0.72,0.5
341,0.672,0.502
342,0.6,0.504
343,0.52,0.506
344,0.456,0.508
345,0.40800000000000003,0.51
346,0.36,0.512
347,0.304,0.514
348,0.272,0.516
349,0.248,0.518
350,0.24,0.52
351,0.224,0.522
352,0.224,0.524
353,0.232,0.526
354,0.248,0.528
355,0.264,0.53
356,0.296,0.532
357,0.34400000000000003,0.534
358,0.4,0.536
359,0.456,0.538
360,0.512,0.54
361,0.5760000000000001,0.542
362,0.648,0.544
363,0.704,0.546
364,0.744,0.548
365,0.76,0.55
366,0.776,0.552
367,0.8,0.554
368,0.8240000000000001,0.556
369,0.8240000000000001,0.558
370,0.808,0.56
371,0.776,0.562
372,0.76,0.5640000000000001
373,0.752,0.5660000000000001
374,0.72,0.5680000000000001
375,0.656,0.5700000000000001
376,0.5680000000000001,0.5720000000000001
377,0.504,0.5740000000000001
378,0.47200000000000003,0.5760000000000001
379,0.424,0.5780000000000001
380,0.36,0.5800000000000001
381,0.28800000000000003,0.5820000000000001
382,0.256,0.5840000000000001
383,0.256,0.5860000000000001
384,0.248,0.5880000000000001
385,0.232,0.5900000000000001
386,0.216,0.5920000000000001
387,0.216,0.5940000000000001
388,0.256,0.5960000000000001
389,0.28800000000000003,0.5980000000000001
390,0.32,0.6000000000000001
391,0.336,0.6020000000000001
392,0.384,0.6040000000000001
393,0.456,0.6060000000000001
394,0.536,0.6080000000000001
395,0.608,0.6100000000000001
396,0.64,0.6120000000000001
397,0.68,0.6140000000000001
398,0.728,0.6160000000000001
399,0.784,0.6180000000000001
400,0.792,0.6200000000000001
401,0.792,0.6220000000000001
402,0.8,0.6240000000000001
403,0.808,0.6260000000000001
404,0.8160000000000001,0.6280000000000001
405,0.8,0.6300000000000001
406,0.76,0.6320000000000001
407,0.72,0.6340000000000001
408,0.6960000000000001,0.6360000000000001
409,0.664,0.6380000000000001
410,0.6,0.6400000000000001
411,0.52,0.6420000000000001
412,0.44,0.6440000000000001
413,0.4,0.6460000000000001
414,0.352,0.6480000000000001
415,0.312,0.6500000000000001
416,0.272,0.6520000000000001
417,0.248,0.6539999999999999
418,0.24,0.6559999999999999
419,0.24,0.6579999999999999
420,0.24,0.6599999999999999
421,0.232,0.6619999999999999
422,0.256,0.6639999999999999
423,0.272,0.6659999999999999
424,0.312,0.6679999999999999
425,0.352,0.6699999999999999
426,0.392,0.6719999999999999
427,0.456,0.6739999999999999
428,0.528,0.6759999999999999
429,0.6,0.6779999999999999
430,0.656,0.6799999999999999
431,0.6960000000000001,0.6819999999999999
432,0.728,0.6839999999999999
433,0.768,0.6859999999999999
434,0.784,0.688
435,0.792,0.69
436,0.8,0.692
437,0.808,0.694
438,0.808,0.696
439,0.792,0.698
440,0.752,0.7
441,0.72,0.702
442,0.6960000000000001,0.704
443,0.656,0.706
444,0.592,0.708
445,0.504,0.71
446,0.44,0.712
447,0.4,0.714
448,0.368,0.716
449,0.32,0.718
450,0.272,0.72
451,0.24,0.722
452,0.24,0.724
453,0.248,0.726
454,0.24,0.728
455,0.232,0.73
456,0.24,0.732
457,0.28,0.734
458,0.336,0.736
459,0.376,0.738
460,0.40800000000000003,0.74
461,0.44,0.742
462,0.528,0.744
463,0.608,0.746
464,0.664,0.748
465,0.6960000000000001,0.75
466,0.72,0.752
467,0.76,0.754
468,0.792,0.756
469,0.808,0.758
470,0.808,0.76
471,0.792,0.762
472,0.792,0.764
473,0.784,0.766
474,0.76,0.768
475,0.72,0.77
476,0.672,0.772
477,0.632,0.774
478,0.592,0.776
479,0.528,0.778
480,0.448,0.78
481,0.384,0.782
482,0.34400000000000003,0.784
483,0.32,0.786
484,0.28800000000000003,0.788
485,0.256,0.79
486,0.24,0.792
487,0.232,0.794
488,0.248,0.796
489,0.256,0.798
490,0.272,0.8
491,0.28,0.802
492,0.32,0.804
493,0.368,0.806
494,0.424,0.808
495,0.464,0.81
496,0.52,0.812
497,0.6,0.8140000000000001
498,0.664,0.8160000000000001
499,0.704,0.8180000000000001
500,0.728,0.8200000000000001
501,0.76,0.8220000000000001
502,0.784,0.8240000000000001
503,0.792,0.8260000000000001
504,0.8,0.8280000000000001
505,0.792,0.8300000000000001
506,0.784,0.8320000000000001
507,0.784,0.8340000000000001
508,0.752,0.8360000000000001
509,0.72,0.8380000000000001
510,0.68,0.8400000000000001
511,0.632,0.8420000000000001
512,0.584,0.8440000000000001
513,0.52,0.8460000000000001
514,0.448,0.8480000000000001
515,0.392,0.8500000000000001
516,0.34400000000000003,0.8520000000000001
517,0.32,0.8540000000000001
518,0.28800000000000003,0.8560000000000001
519,0.256,0.8580000000000001
520,0.24,0.8600000000000001
521,0.24,0.8620000000000001
522,0.248,0.8640000000000001
523,0.264,0.8660000000000001
524,0.264,0.8680000000000001
525,0.28,0.8700000000000001
526,0.32,0.8720000000000001
527,0.384,0.8740000000000001
528,0.432,0.8760000000000001
529,0.47200000000000003,0.8780000000000001
530,0.52,0.8800000000000001
531,0.592,0.8820000000000001
532,0.664,0.8840000000000001
533,0.712,0.8860000000000001
534,0.728,0.8880000000000001
535,0.744,0.8900000000000001
536,0.776,0.8920000000000001
537,0.8,0.8940000000000001
538,0.808,0.8960000000000001
539,0.8,0.8980000000000001
540,0.776,0.9000000000000001
541,0.76,0.9020000000000001
542,0.752,0.9040000000000001
543,0.72,0.9060000000000001
544,0.68,0.9080000000000001
545,0.616,0.9100000000000001
546,0.56,0.9120000000000001
547,0.504,0.9140000000000001
548,0.456,0.9160000000000001
549,0.4,0.9180000000000001
550,0.34400000000000003,0.9200000000000002
551,0.304,0.9220000000000002
552,0.28800000000000003,0.9240000000000002
553,0.272,0.9260000000000002
554,0.248,0.9280000000000002
555,0.232,0.9300000000000002
556,0.24,0.9320000000000002
557,0.256,0.9340000000000002
558,0.28800000000000003,0.9360000000000002
559,0.304,0.9380000000000002
560,0.328,0.9400000000000002
561,0.368,0.9420000000000002
562,0.432,0.9440000000000002
563,0.488,0.9460000000000002
564,0.544,0.9480000000000002
565,0.6,0.9500000000000002
566,0.648,0.9520000000000002
567,0.704,0.9540000000000002
568,0.736,0.9560000000000002
569,0.76,0.9580000000000002
570,0.776,0.9600000000000002
571,0.792,0.9620000000000002
572,0.792,0.9640000000000002
573,0.792,0.9660000000000002
574,0.776,0.9680000000000002
575,0.76,0.9700000000000002
576,0.736,0.9720000000000002
577,0.712,0.974
578,0.6880000000000001,0.976
579,0.624,0.978
580,0.56,0.98
581,0.496,0.982
582,0.448,0.984
583,0.4,0.986
584,0.352,0.988
585,0.304,0.99
586,0.28800000000000003,0.992
587,0.264,0.994
588,0.264,0.996
589,0.248,0.998
590,0.248,1.0
591,0.264,1.002
592,0.28800000000000003,1.004
593,0.304,1.006
594,0.328,1.008
595,0.376,1.01
596,0.432,1.012
597,0.496,1.014
598,0.552,1.016
599,0.6,1.018
600,0.648,1.02
601,0.704,1.022
602,0.736,1.024
603,0.76,1.026
604,0.768,1.028
605,0.776,1.03
606,0.784,1.032
607,0.792,1.034
608,0.784,1.036
609,0.76,1.038
610,0.728,1.04
611,0.704,1.042
612,0.68,1.044
613,0.624,1.046
614,0.544,1.048
615,0.48,1.05
616,0.432,1.052
617,0.40800000000000003,1.054
618,0.36,1.056
619,0.312,1.058
620,0.272,1.06
621,0.264,1.062
622,0.264,1.064
623,0.256,1.066
624,0.248,1.068
625,0.256,1.07
626,0.28800000000000003,1.072
627,0.32,1.074
628,0.36,1.076
629,0.384,1.078
630,0.432,1.08
631,0.488,1.082
632,0.5680000000000001,1.084
633,0.616,1.086
634,0.656,1.088
635,0.6880000000000001,1.09
636,0.728,1.092
637,0.76,1.094
638,0.776,1.096
639,0.784,1.098
640,0.784,1.1
641,0.784,1.102
642,0.776,1.104
643,0.752,1.106
644,0.728,1.108
645,0.6960000000000001,1.11
646,0.664,1.112
647,0.624,1.114
648,0.56,1.116
649,0.488,1.118
650,0.432,1.12
651,0.392,1.122
652,0.352,1.124
653,0.32,1.1260000000000001
654,0.28,1.1280000000000001
655,0.264,1.1300000000000001
656,0.256,1.1320000000000001
657,0.264,1.1340000000000001
658,0.264,1.1360000000000001
659,0.264,1.1380000000000001
660,0.28800000000000003,1.1400000000000001
661,0.32,1.1420000000000001
662,0.36,1.1440000000000001
663,0.392,1.1460000000000001
664,0.432,1.1480000000000001
665,0.488,1.1500000000000001
666,0.56,1.1520000000000001
667,0.624,1.1540000000000001
668,0.664,1.1560000000000001
669,0.704,1.1580000000000001
670,0.728,1.1600000000000001
671,0.76,1.1620000000000001
672,0.776,1.1640000000000001
673,0.784,1.1660000000000001
674,0.776,1.1680000000000001
675,0.776,1.1700000000000002
676,0.776,1.1720000000000002
677,0.752,1.1740000000000002
678,0.72,1.1760000000000002
679,0.6880000000000001,1.1780000000000002
680,0.656,1.1800000000000002
681,0.616,1.1820000000000002
682,0.552,1.1840000000000002
683,0.48,1.1860000000000002
684,0.41600000000000004,1.1880000000000002
685,0.384,1.1900000000000002
686,0.36,1.1920000000000002
687,0.32,1.1940000000000002
688,0.28800000000000003,1.1960000000000002
689,0.264,1.1980000000000002
690,0.264,1.2000000000000002
691,0.264,1.2020000000000002
692,0.264,1.2040000000000002
693,0.272,1.2060000000000002
694,0.28800000000000003,1.2080000000000002
695,0.312,1.2100000000000002
696,0.368,1.2120000000000002
697,0.40800000000000003,1.2140000000000002
698,0.44,1.2160000000000002
699,0.488,1.2180000000000002
700,0.56,1.2200000000000002
701,0.624,1.2220000000000002
702,0.672,1.2240000000000002
703,0.6960000000000001,1.2260000000000002
704,0.72,1.228
705,0.752,1.23
706,0.776,1.232
707,0.784,1.234
708,0.784,1.236
709,0.776,1.238
710,0.768,1.24
711,0.752,1.242
712,0.728,1.244
713,0.6880000000000001,1.246
714,0.64,1.248
715,0.592,1.25
716,0.552,1.252
717,0.488,1.254
718,0.424,1.256
719,0.384,1.258
720,0.352,1.26
721,0.328,1.262
722,0.296,1.264
723,0.272,1.266
724,0.256,1.268
725,0.256,1.27
726,0.272,1.272
727,0.28,1.274
728,0.296,1.276
729,0.32,1.278
730,0.368,1.28
731,0.41600000000000004,1.282
732,0.448,1.284
733,0.504,1.286
734,0.552,1.288
735,0.624,1.29
736,0.672,1.292
737,0.704,1.294
738,0.728,1.296
739,0.752,1.298
740,0.776,1.3
741,0.784,1.302
742,0.776,1.304
743,0.768,1.306
744,0.76,1.308
745,0.744,1.31
746,0.72,1.312
747,0.6880000000000001,1.314
748,0.64,1.316
749,0.592,1.318
750,0.544,1.32
751,0.488,1.322
752,0.432,1.324
753,0.376,1.326
754,0.34400000000000003,1.328
755,0.32,1.33
756,0.296,1.332
757,0.272,1.334
758,0.256,1.336
759,0.256,1.338
760,0.272,1.34
761,0.28800000000000003,1.342
762,0.304,1.344
763,0.32,1.346
764,0.368,1.348
765,0.41600000000000004,1.35
766,0.456,1.352
767,0.512,1.354
768,0.56,1.356
769,0.616,1.358
770,0.672,1.36
771,0.712,1.362
772,0.728,1.364
773,0.744,1.366
774,0.752,1.368
775,0.776,1.37
776,0.784,1.372
777,0.768,1.374
778,0.752,1.3760000000000001
779,0.736,1.3780000000000001
780,0.72,1.3800000000000001
781,0.6960000000000001,1.3820000000000001
782,0.64,1.3840000000000001
783,0.5760000000000001,1.3860000000000001
784,0.52,1.3880000000000001
785,0.48,1.3900000000000001
786,0.432,1.3920000000000001
787,0.384,1.3940000000000001
788,0.34400000000000003,1.3960000000000001
789,0.312,1.3980000000000001
790,0.296,1.4000000000000001
791,0.28800000000000003,1.4020000000000001
792,0.264,1.4040000000000001
793,0.264,1.4060000000000001
794,0.272,1.4080000000000001
795,0.28800000000000003,1.4100000000000001
796,0.312,1.4120000000000001
797,0.34400000000000003,1.4140000000000001
798,0.368,1.4160000000000001
799,0.40800000000000003,1.4180000000000001
800,0.456,1.4200000000000002
801,0.52,1.4220000000000002
802,0.5680000000000001,1.4240000000000002
803,0.616,1.4260000000000002
804,0.664,1.4280000000000002
805,0.704,1.4300000000000002
806,0.728,1.4320000000000002
807,0.744,1.4340000000000002
808,0.752,1.4360000000000002
809,0.776,1.4380000000000002
810,0.776,1.4400000000000002
811,0.776,1.4420000000000002
812,0.752,1.4440000000000002
813,0.728,1.4460000000000002
814,0.704,1.4480000000000002
815,0.6880000000000001,1.4500000000000002
816,0.64,1.4520000000000002
817,0.584,1.4540000000000002
818,0.52,1.4560000000000002
819,0.47200000000000003,1.4580000000000002
820,0.432,1.4600000000000002
821,0.392,1.4620000000000002
822,0.34400000000000003,1.4640000000000002
823,0.304,1.4660000000000002
824,0.296,1.4680000000000002
825,0.28,1.4700000000000002
826,0.272,1.4720000000000002
827,0.264,1.4740000000000002
828,0.272,1.4760000000000002
829,0.296,1.4780000000000002
830,0.32,1.4800000000000002
831,0.34400000000000003,1.4820000000000002
832,0.376,1.4840000000000002
833,0.41600000000000004,1.486
834,0.464,1.488
835,0.528,1.49
836,0.5760000000000001,1.492
837,0.624,1.494
838,0.664,1.496
839,0.712,1.498
840,0.736,1.5
841,0.752,1.502
842,0.752,1.504
843,0.76,1.506
844,0.768,1.508
845,0.768,1.51
846,0.752,1.512
847,0.72,1.514
848,0.704,1.516
849,0.68,1.518
850,0.648,1.52
851,0.584,1.522
852,0.52,1.524
853,0.456,1.526
854,0.424,1.528
855,0.392,1.53
856,0.352,1.532
857,0.312,1.534
858,0.28800000000000003,1.536
859,0.28800000000000003,1.538
860,0.28,1.54
861,0.28,1.542
862,0.28,1.544
863,0.28800000000000003,1.546
864,0.32,1.548
865,0.352,1.55
866,0.392,1.552
867,0.424,1.554
868,0.464,1.556
869,0.528,1.558
870,0.584,1.56
871,0.632,1.562
872,0.664,1.564
873,0.704,1.566
874,0.728,1.568
875,0.752,1.57
876,0.76,1.572
877,0.76,1.574
878,0.76,1.576
879,0.76,1.578
880,0.752,1.58
881,0.728,1.582
882,0.6960000000000001,1.584
883,0.664,1.586
884,0.624,1.588
885,0.584,1.59
886,0.52,1.592
887,0.464,1.594
888,0.41600000000000004,1.596
889,0.392,1.598
890,0.36,1.6
891,0.32,1.602
892,0.28800000000000003,1.604
893,0.28800000000000003,1.606
894,0.28,1.608
895,0.28,1.61
896,0.28,1.612
897,0.296,1.614
898,0.32,1.616
899,0.36,1.618
900,0.4,1.62
901,0.424,1.622
902,0.464,1.624
903,0.52,1.6260000000000001
904,0.584,1.6280000000000001
905,0.64,1.6300000000000001
906,0.672,1.6320000000000001
907,0.6960000000000001,1.6340000000000001
908,0.728,1.6360000000000001
909,0.752,1.6380000000000001
910,0.76,1.6400000000000001
911,0.76,1.6420000000000001
912,0.76,1.6440000000000001
913,0.752,1.6460000000000001
914,0.744,1.6480000000000001
915,0.728,1.6500000000000001
916,0.6960000000000001,1.6520000000000001
917,0.656,1.6540000000000001
918,0.624,1.6560000000000001
919,0.5760000000000001,1.6580000000000001
920,0.528,1.6600000000000001
921,0.456,1.6620000000000001
922,0.41600000000000004,1.6640000000000001
923,0.384,1.6660000000000001
924,0.352,1.6680000000000001
925,0.32,1.6700000000000002
926,0.296,1.6720000000000002
927,0.28,1.6740000000000002
928,0.28,1.6760000000000002
929,0.28800000000000003,1.6780000000000002
930,0.28800000000000003,1.6800000000000002
931,0.304,1.6820000000000002
932,0.32,1.6840000000000002
933,0.352,1.6860000000000002
934,0.4,1.6880000000000002
935,0.44,1.6900000000000002
936,0.47200000000000003,1.6920000000000002
937,0.52,1.6940000000000002
938,0.584,1.6960000000000002
939,0.64,1.6980000000000002
940,0.68,1.7000000000000002
941,0.704,1.7020000000000002
942,0.72,1.7040000000000002
943,0.736,1.7060000000000002
944,0.76,1.7080000000000002
945,0.76,1.7100000000000002
946,0.76,1.7120000000000002
947,0.744,1.7140000000000002
948,0.736,1.7160000000000002
949,0.72,1.7180000000000002
950,0.6960000000000001,1.7200000000000002
951,0.656,1.7220000000000002
952,0.616,1.7240000000000002
953,0.5680000000000001,1.7260000000000002
954,0.52,1.7280000000000002
955,0.456,1.7300000000000002
956,0.41600000000000004,1.7320000000000002
957,0.376,1.7340000000000002
958,0.352,1.7360000000000002
959,0.328,1.7380000000000002
960,0.304,1.74
961,0.28,1.742
962,0.28800000000000003,1.744
963,0.28800000000000003,1.746
964,0.296,1.748
965,0.304,1.75
966,0.328,1.752
967,0.36,1.754
968,0.4,1.756
969,0.44,1.758
970,0.488,1.76
971,0.528,1.762
972,0.5760000000000001,1.764
973,0.64,1.766
974,0.672,1.768
975,0.712,1.77
976,0.72,1.772
977,0.736,1.774
978,0.76,1.776
979,0.76,1.778
980,0.76,1.78
981,0.744,1.782
982,0.728,1.784
983,0.72,1.786
984,0.6960000000000001,1.788
985,0.656,1.79
986,0.608,1.792
987,0.56,1.794
988,0.52,1.796
989,0.464,1.798
990,0.424,1.8
991,0.376,1.802
992,0.352,1.804
993,0.328,1.806
994,0.304,1.808
995,0.28800000000000003,1.81
996,0.28,1.812
997,0.28800000000000003,1.814
998,0.296,1.816
999,0.32,1.818
1000,0.336,1.82
1001,0.368,1.8220000000000003
1002,0.4,1.824
1003,0.44,1.8260000000000003
1004,0.488,1.828
1005,0.536,1.8300000000000003
1006,0.5760000000000001,1.832
1007,0.632,1.8340000000000003
1008,0.672,1.836
1009,0.712,1.8380000000000003
1010,0.72,1.84
1011,0.736,1.8420000000000003
1012,0.744,1.844
1013,0.76,1.8460000000000003
1014,0.76,1.848
1015,0.744,1.8500000000000003
1016,0.728,1.852
1017,0.712,1.8540000000000003
1018,0.6880000000000001,1.856
1019,0.664,1.8580000000000003
1020,0.608,1.86
1021,0.552,1.8620000000000003
1022,0.496,1.864
1023,0.464,1.8660000000000003
1024,0.424,1.868
1025,0.384,1.8699999999999999
1026,0.34400000000000003,1.872
1027,0.32,1.8739999999999999
1028,0.304,1.8760000000000001
1029,0.296,1.878
1030,0.28800000000000003,1.8800000000000001
1031,0.28800000000000003,1.882
1032,0.296,1.8840000000000001
1033,0.32,1.886
1034,0.352,1.8880000000000001
1035,0.368,1.89
1036,0.4,1.8920000000000001
1037,0.432,1.894
1038,0.496,1.8960000000000001
1039,0.544,1.898
1040,0.592,1.9000000000000001
1041,0.632,1.902
1042,0.672,1.9040000000000001
1043,0.704,1.906
1044,0.728,1.9080000000000001
1045,0.728,1.91
1046,0.744,1.9120000000000001
1047,0.744,1.914
1048,0.752,1.9160000000000001
1049,0.736,1.918
1050,0.72,1.9200000000000002
1051,0.704,1.922
1052,0.68,1.9240000000000002
1053,0.648,1.926
1054,0.608,1.9280000000000002
1055,0.544,1.93
1056,0.496,1.9320000000000002
