Record Length,2500,Points,-260.00002E-3,488.000035E-3,
Sample Interval,2.0000E-3,s,-258.00002E-3,496.000022E-3,
Trigger Point,130.0000,Samples,-256.00001E-3,504.000008E-3,
,,,-254.00001E-3,512.000024E-3,
,,,-252.00003E-3,520.000041E-3,
,,,-250.00003E-3,520.000041E-3,
Source,CH1,,-248.00003E-3,536.000013E-3,
Vertical Units,Volts,,-246.00002E-3,544.000030E-3,
Vertical Scale,200.00001E-3,,-244.00002E-3,544.000030E-3,
Vertical Offset,0,,-242.00001E-3,544.000030E-3,
Horizontal Units,s,,-240.00002E-3,544.000030E-3,
Horizontal Scale,500.000024E-3,,-238.00002E-3,544.000030E-3,
Pt Fmt,Y,,-236.00002E-3,544.000030E-3,
Yzero,-2.88000,,-234.00001E-3,536.000013E-3,
Probe Atten,10.0000,,-232.00002E-3,536.000013E-3,
,,,-230.00002E-3,527.999997E-3,
Note,TDS 1002B - 05:53:34 p.m.   07/10/2021,,-228.00002E-3,520.000041E-3,
,,,-226.00003E-3,512.000024E-3,
,,,-224.00002E-3,504.000008E-3,
,,,-222.00002E-3,488.000035E-3,
,,,-220.00001E-3,488.000035E-3,
,,,-218.00002E-3,480.000019E-3,
,,,-216.00002E-3,472.000033E-3,
,,,-214.00002E-3,464.000016E-3,
,,,-212.00001E-3,456.000030E-3,
,,,-210.00002E-3,464.000016E-3,
,,,-208.00002E-3,456.000030E-3,
,,,-206.00002E-3,448.000014E-3,
,,,-204.00001E-3,464.000016E-3,
,,,-202.00002E-3,456.000030E-3,
,,,-200.00002E-3,464.000016E-3,
,,,-198.00001E-3,464.000016E-3,
,,,-196.00001E-3,472.000033E-3,
,,,-194.00002E-3,480.000019E-3,
,,,-192.00002E-3,488.000035E-3,
,,,-190.00001E-3,488.000035E-3,
,,,-188.00002E-3,504.000008E-3,
,,,-186.00002E-3,512.000024E-3,
,,,-184.00002E-3,520.000041E-3,
,,,-182.00001E-3,520.000041E-3,
,,,-180.00002E-3,536.000013E-3,
,,,-178.00002E-3,536.000013E-3,
,,,-176.00001E-3,544.000030E-3,
,,,-174.00001E-3,544.000030E-3,
,,,-172.00002E-3,536.000013E-3,
,,,-170.00002E-3,544.000030E-3,
,,,-168.00001E-3,536.000013E-3,
,,,-166.00001E-3,527.999997E-3,
,,,-164.00002E-3,536.000013E-3,
,,,-162.00002E-3,527.999997E-3,
,,,-160.00001E-3,520.000041E-3,
,,,-158.00002E-3,512.000024E-3,
,,,-156.00002E-3,504.000008E-3,
,,,-154.00001E-3,488.000035E-3,
,,,-152.00001E-3,488.000035E-3,
,,,-150.00002E-3,480.000019E-3,
,,,-148.0000E-3,472.000033E-3,
,,,-146.0000E-3,464.000016E-3,
,,,-144.0000E-3,464.000016E-3,
,,,-142.0000E-3,456.000030E-3,
,,,-140.0000E-3,464.000016E-3,
,,,-138.0000E-3,456.000030E-3,
,,,-136.0000E-3,456.000030E-3,
,,,-134.0000E-3,456.000030E-3,
,,,-132.0000E-3,464.000016E-3,
,,,-130.0000E-3,472.000033E-3,
,,,-128.0000E-3,472.000033E-3,
,,,-126.0000E-3,480.000019E-3,
,,,-124.0000E-3,488.000035E-3,
,,,-122.0000E-3,496.000022E-3,
,,,-120.0000E-3,504.000008E-3,
,,,-118.0000E-3,512.000024E-3,
,,,-116.0000E-3,520.000041E-3,
,,,-114.0000E-3,527.999997E-3,
,,,-112.0000E-3,527.999997E-3,
,,,-110.0000E-3,536.000013E-3,
,,,-108.0000E-3,544.000030E-3,
,,,-106.0000E-3,544.000030E-3,
,,,-104.0000E-3,544.000030E-3,
,,,-102.0000E-3,544.000030E-3,
,,,-100.0000E-3,536.000013E-3,
,,,-98.000012E-3,536.000013E-3,
,,,-96.000016E-3,527.999997E-3,
,,,-94.000012E-3,520.000041E-3,
,,,-92.000015E-3,520.000041E-3,
,,,-90.000011E-3,504.000008E-3,
,,,-88.000014E-3,496.000022E-3,
,,,-86.000010E-3,488.000035E-3,
